Abbreviation,Description,Reaction,GPR,Genes,Proteins,Subsystem,Reversible,Lower bound,Upper bound,Objective,Confidence Score,EC Number,Notes,References
ARG_LYS_Dark_mc_M1,ARG_LYS_Dark_mc,ARG_Dark_m_M1 + LYS_Dark_c_M1 <=> ARG_Dark_c_M1 + LYS_Dark_m_M1,,,,,1,-1000,1000,0,,,,
ARG_LYS_Dark_mc_M2,ARG_LYS_Dark_mc,ARG_Dark_m_M2 + LYS_Dark_c_M2 <=> ARG_Dark_c_M2 + LYS_Dark_m_M2,,,,,1,-1000,1000,0,,,,
ARG_LYS_Light_mc_M1,ARG_LYS_Light_mc,ARG_Light_m_M1 + LYS_Light_c_M1 <=> ARG_Light_c_M1 + LYS_Light_m_M1,,,,,1,-1000,1000,0,,,,
ARG_LYS_Light_mc_M2,ARG_LYS_Light_mc,ARG_Light_m_M2 + LYS_Light_c_M2 <=> ARG_Light_c_M2 + LYS_Light_m_M2,,,,,1,-1000,1000,0,,,,
ARG_LightDark_M1,ARG_LightDark,ARG_Light_c_M1 --> ARG_Dark_c_M1,,,,,0,0,1000,0,,,,
ARG_LightDark_M2,ARG_LightDark,ARG_Light_c_M2 --> ARG_Dark_c_M2,,,,,0,0,1000,0,,,,
ARG_Light_M1M2,,ARG_Light_c_M1 <=> ARG_Light_c_M2,,,,,1,-1000,1000,0,,,,
ARG_Light_mc_M1,ARG_Light_mc,ARG_Light_m_M1 <=> ARG_Light_c_M1,,,,,1,-1000,1000,0,,,,
ARG_Light_mc_M2,ARG_Light_mc,ARG_Light_m_M2 <=> ARG_Light_c_M2,,,,,1,-1000,1000,0,,,,
ARG_ORNITHINE_Dark_mc_M1,ARG_ORNITHINE_Dark_mc,ARG_Dark_m_M1 + L-ORNITHINE_Dark_c_M1 <=> ARG_Dark_c_M1 + L-ORNITHINE_Dark_m_M1,,,,,1,-1000,1000,0,,,,
ARG_ORNITHINE_Dark_mc_M2,ARG_ORNITHINE_Dark_mc,ARG_Dark_m_M2 + L-ORNITHINE_Dark_c_M2 <=> ARG_Dark_c_M2 + L-ORNITHINE_Dark_m_M2,,,,,1,-1000,1000,0,,,,
ARG_ORNITHINE_Light_mc_M1,ARG_ORNITHINE_Light_mc,ARG_Light_m_M1 + L-ORNITHINE_Light_c_M1 <=> ARG_Light_c_M1 + L-ORNITHINE_Light_m_M1,,,,,1,-1000,1000,0,,,,
ARG_ORNITHINE_Light_mc_M2,ARG_ORNITHINE_Light_mc,ARG_Light_m_M2 + L-ORNITHINE_Light_c_M2 <=> ARG_Light_c_M2 + L-ORNITHINE_Light_m_M2,,,,,1,-1000,1000,0,,,,
AROMATIC-L-AMINO-ACID-DECARBOXYLASE-RXN_Dark_c_M1,AROMATIC-L-AMINO-ACID-DECARBOXYLASE-RXN_Dark_c,TRP_Dark_c_M1 --> CARBON-DIOXIDE_Dark_c_M1 + TRYPTAMINE_Dark_c_M1,,,,,0,0,1000,0,,,,
AROMATIC-L-AMINO-ACID-DECARBOXYLASE-RXN_Dark_c_M2,AROMATIC-L-AMINO-ACID-DECARBOXYLASE-RXN_Dark_c,TRP_Dark_c_M2 --> CARBON-DIOXIDE_Dark_c_M2 + TRYPTAMINE_Dark_c_M2,,,,,0,0,1000,0,,,,
AROMATIC-L-AMINO-ACID-DECARBOXYLASE-RXN_Light_c_M1,AROMATIC-L-AMINO-ACID-DECARBOXYLASE-RXN_Light_c,TRP_Light_c_M1 --> CARBON-DIOXIDE_Light_c_M1 + TRYPTAMINE_Light_c_M1,,,,,0,0,1000,0,,,,
AROMATIC-L-AMINO-ACID-DECARBOXYLASE-RXN_Light_c_M2,AROMATIC-L-AMINO-ACID-DECARBOXYLASE-RXN_Light_c,TRP_Light_c_M2 --> CARBON-DIOXIDE_Light_c_M2 + TRYPTAMINE_Light_c_M2,,,,,0,0,1000,0,,,,
ASCORBATE_CPD-330_Dark_mc_M1,ASCORBATE_CPD-330_Dark_mc,ASCORBATE_Dark_m_M1 + CPD-330_Dark_c_M1 <=> ASCORBATE_Dark_c_M1 + CPD-330_Dark_m_M1,,,,,1,-1000,1000,0,,,,
ASCORBATE_CPD-330_Dark_mc_M2,ASCORBATE_CPD-330_Dark_mc,ASCORBATE_Dark_m_M2 + CPD-330_Dark_c_M2 <=> ASCORBATE_Dark_c_M2 + CPD-330_Dark_m_M2,,,,,1,-1000,1000,0,,,,
ASCORBATE_CPD-330_Light_mc_M1,ASCORBATE_CPD-330_Light_mc,ASCORBATE_Light_m_M1 + CPD-330_Light_c_M1 <=> ASCORBATE_Light_c_M1 + CPD-330_Light_m_M1,,,,,1,-1000,1000,0,,,,
ASCORBATE_CPD-330_Light_mc_M2,ASCORBATE_CPD-330_Light_mc,ASCORBATE_Light_m_M2 + CPD-330_Light_c_M2 <=> ASCORBATE_Light_c_M2 + CPD-330_Light_m_M2,,,,,1,-1000,1000,0,,,,
ASCORBATE_Dark_biomass_M1,ASCORBATE_Dark_biomass, <=> ASCORBATE_Dark_c_M1,,,,,1,-1000,1000,0,,,,
ASCORBATE_Dark_biomass_M2,ASCORBATE_Dark_biomass, <=> ASCORBATE_Dark_c_M2,,,,,1,-1000,1000,0,,,,
ASCORBATE_Light_biomass_M1,ASCORBATE_Light_biomass, <=> ASCORBATE_Light_c_M1,,,,,1,-1000,1000,0,,,,
ASCORBATE_Light_biomass_M2,ASCORBATE_Light_biomass, <=> ASCORBATE_Light_c_M2,,,,,1,-1000,1000,0,,,,
ASNSYNA-RXN_Dark_c_M1,ASNSYNA-RXN_Dark_c,AMMONIA_Dark_c_M1 + ATP_Dark_c_M1 + L-ASPARTATE_Dark_c_M1 --> AMP_Dark_c_M1 + ASN_Dark_c_M1 + PPI_Dark_c_M1,,,,,0,0,1000,0,,,,
ASNSYNA-RXN_Dark_c_M2,ASNSYNA-RXN_Dark_c,AMMONIA_Dark_c_M2 + ATP_Dark_c_M2 + L-ASPARTATE_Dark_c_M2 --> AMP_Dark_c_M2 + ASN_Dark_c_M2 + PPI_Dark_c_M2,,,,,0,0,1000,0,,,,
ASNSYNA-RXN_Light_c_M1,ASNSYNA-RXN_Light_c,AMMONIA_Light_c_M1 + ATP_Light_c_M1 + L-ASPARTATE_Light_c_M1 --> AMP_Light_c_M1 + ASN_Light_c_M1 + PPI_Light_c_M1,,,,,0,0,1000,0,,,,
ASNSYNA-RXN_Light_c_M2,ASNSYNA-RXN_Light_c,AMMONIA_Light_c_M2 + ATP_Light_c_M2 + L-ASPARTATE_Light_c_M2 --> AMP_Light_c_M2 + ASN_Light_c_M2 + PPI_Light_c_M2,,,,,0,0,1000,0,,,,
ASNSYNB-RXN_Dark_c_M1,ASNSYNB-RXN_Dark_c,ATP_Dark_c_M1 + GLN_Dark_c_M1 + L-ASPARTATE_Dark_c_M1 --> AMP_Dark_c_M1 + ASN_Dark_c_M1 + GLT_Dark_c_M1 + PPI_Dark_c_M1,,,,,0,0,1000,0,,,,
ASNSYNB-RXN_Dark_c_M2,ASNSYNB-RXN_Dark_c,ATP_Dark_c_M2 + GLN_Dark_c_M2 + L-ASPARTATE_Dark_c_M2 --> AMP_Dark_c_M2 + ASN_Dark_c_M2 + GLT_Dark_c_M2 + PPI_Dark_c_M2,,,,,0,0,1000,0,,,,
ASNSYNB-RXN_Light_c_M1,ASNSYNB-RXN_Light_c,ATP_Light_c_M1 + GLN_Light_c_M1 + L-ASPARTATE_Light_c_M1 --> AMP_Light_c_M1 + ASN_Light_c_M1 + GLT_Light_c_M1 + PPI_Light_c_M1,,,,,0,0,1000,0,,,,
ASNSYNB-RXN_Light_c_M2,ASNSYNB-RXN_Light_c,ATP_Light_c_M2 + GLN_Light_c_M2 + L-ASPARTATE_Light_c_M2 --> AMP_Light_c_M2 + ASN_Light_c_M2 + GLT_Light_c_M2 + PPI_Light_c_M2,,,,,0,0,1000,0,,,,
ASN_Dark_M1M2,,ASN_Dark_c_M1 <=> ASN_Dark_c_M2,,,,,1,-1000,1000,0,,,,
ASN_LightDark_M1,ASN_LightDark,ASN_Light_c_M1 --> ASN_Dark_c_M1,,,,,0,0,1000,0,,,,
ASN_LightDark_M2,ASN_LightDark,ASN_Light_c_M2 --> ASN_Dark_c_M2,,,,,0,0,1000,0,,,,
ASN_Light_M1M2,,ASN_Light_c_M1 <=> ASN_Light_c_M2,,,,,1,-1000,1000,0,,,,
ASPAMINOTRANS-RXN_Dark_c_M1,ASPAMINOTRANS-RXN_Dark_c,2-KETOGLUTARATE_Dark_c_M1 + L-ASPARTATE_Dark_c_M1 <=> GLT_Dark_c_M1 + OXALACETIC_ACID_Dark_c_M1,,,,,1,-1000,1000,0,,,,
ASPAMINOTRANS-RXN_Dark_c_M2,ASPAMINOTRANS-RXN_Dark_c,2-KETOGLUTARATE_Dark_c_M2 + L-ASPARTATE_Dark_c_M2 <=> GLT_Dark_c_M2 + OXALACETIC_ACID_Dark_c_M2,,,,,1,-1000,1000,0,,,,
ASPAMINOTRANS-RXN_Dark_m_M1,ASPAMINOTRANS-RXN_Dark_m,2-KETOGLUTARATE_Dark_m_M1 + L-ASPARTATE_Dark_m_M1 <=> GLT_Dark_m_M1 + OXALACETIC_ACID_Dark_m_M1,,,,,1,-1000,1000,0,,,,
ASPAMINOTRANS-RXN_Dark_m_M2,ASPAMINOTRANS-RXN_Dark_m,2-KETOGLUTARATE_Dark_m_M2 + L-ASPARTATE_Dark_m_M2 <=> GLT_Dark_m_M2 + OXALACETIC_ACID_Dark_m_M2,,,,,1,-1000,1000,0,,,,
ASPAMINOTRANS-RXN_Dark_p_M1,ASPAMINOTRANS-RXN_Dark_p,2-KETOGLUTARATE_Dark_p_M1 + L-ASPARTATE_Dark_p_M1 <=> GLT_Dark_p_M1 + OXALACETIC_ACID_Dark_p_M1,,,,,1,-1000,1000,0,,,,
ASPAMINOTRANS-RXN_Dark_p_M2,ASPAMINOTRANS-RXN_Dark_p,2-KETOGLUTARATE_Dark_p_M2 + L-ASPARTATE_Dark_p_M2 <=> GLT_Dark_p_M2 + OXALACETIC_ACID_Dark_p_M2,,,,,1,-1000,1000,0,,,,
ASPAMINOTRANS-RXN_Dark_x_M1,ASPAMINOTRANS-RXN_Dark_x,2-KETOGLUTARATE_Dark_x_M1 + L-ASPARTATE_Dark_x_M1 <=> GLT_Dark_x_M1 + OXALACETIC_ACID_Dark_x_M1,,,,,1,-1000,1000,0,,,,
ASPAMINOTRANS-RXN_Dark_x_M2,ASPAMINOTRANS-RXN_Dark_x,2-KETOGLUTARATE_Dark_x_M2 + L-ASPARTATE_Dark_x_M2 <=> GLT_Dark_x_M2 + OXALACETIC_ACID_Dark_x_M2,,,,,1,-1000,1000,0,,,,
ASPAMINOTRANS-RXN_Light_c_M1,ASPAMINOTRANS-RXN_Light_c,2-KETOGLUTARATE_Light_c_M1 + L-ASPARTATE_Light_c_M1 <=> GLT_Light_c_M1 + OXALACETIC_ACID_Light_c_M1,,,,,1,-1000,1000,0,,,,
ASPAMINOTRANS-RXN_Light_c_M2,ASPAMINOTRANS-RXN_Light_c,2-KETOGLUTARATE_Light_c_M2 + L-ASPARTATE_Light_c_M2 <=> GLT_Light_c_M2 + OXALACETIC_ACID_Light_c_M2,,,,,1,-1000,1000,0,,,,
ASPAMINOTRANS-RXN_Light_m_M1,ASPAMINOTRANS-RXN_Light_m,2-KETOGLUTARATE_Light_m_M1 + L-ASPARTATE_Light_m_M1 <=> GLT_Light_m_M1 + OXALACETIC_ACID_Light_m_M1,,,,,1,-1000,1000,0,,,,
ASPAMINOTRANS-RXN_Light_m_M2,ASPAMINOTRANS-RXN_Light_m,2-KETOGLUTARATE_Light_m_M2 + L-ASPARTATE_Light_m_M2 <=> GLT_Light_m_M2 + OXALACETIC_ACID_Light_m_M2,,,,,1,-1000,1000,0,,,,
ASPAMINOTRANS-RXN_Light_p_M1,ASPAMINOTRANS-RXN_Light_p,2-KETOGLUTARATE_Light_p_M1 + L-ASPARTATE_Light_p_M1 <=> GLT_Light_p_M1 + OXALACETIC_ACID_Light_p_M1,,,,,1,-1000,1000,0,,,,
ASPAMINOTRANS-RXN_Light_p_M2,ASPAMINOTRANS-RXN_Light_p,2-KETOGLUTARATE_Light_p_M2 + L-ASPARTATE_Light_p_M2 <=> GLT_Light_p_M2 + OXALACETIC_ACID_Light_p_M2,,,,,1,-1000,1000,0,,,,
ASPAMINOTRANS-RXN_Light_x_M1,ASPAMINOTRANS-RXN_Light_x,2-KETOGLUTARATE_Light_x_M1 + L-ASPARTATE_Light_x_M1 <=> GLT_Light_x_M1 + OXALACETIC_ACID_Light_x_M1,,,,,1,-1000,1000,0,,,,
ASPAMINOTRANS-RXN_Light_x_M2,ASPAMINOTRANS-RXN_Light_x,2-KETOGLUTARATE_Light_x_M2 + L-ASPARTATE_Light_x_M2 <=> GLT_Light_x_M2 + OXALACETIC_ACID_Light_x_M2,,,,,1,-1000,1000,0,,,,
ASPARAGHYD-RXN_Dark_c_M1,ASPARAGHYD-RXN_Dark_c,ASN_Dark_c_M1 --> AMMONIA_Dark_c_M1 + L-ASPARTATE_Dark_c_M1,,,,,0,0,1000,0,,,,
ASPARAGHYD-RXN_Dark_c_M2,ASPARAGHYD-RXN_Dark_c,ASN_Dark_c_M2 --> AMMONIA_Dark_c_M2 + L-ASPARTATE_Dark_c_M2,,,,,0,0,1000,0,,,,
ASPARAGHYD-RXN_Light_c_M1,ASPARAGHYD-RXN_Light_c,ASN_Light_c_M1 --> AMMONIA_Light_c_M1 + L-ASPARTATE_Light_c_M1,,,,,0,0,1000,0,,,,
ASPARAGHYD-RXN_Light_c_M2,ASPARAGHYD-RXN_Light_c,ASN_Light_c_M2 --> AMMONIA_Light_c_M2 + L-ASPARTATE_Light_c_M2,,,,,0,0,1000,0,,,,
ASPARAGINE--TRNA-LIGASE-RXN_Dark_c_M1,ASPARAGINE--TRNA-LIGASE-RXN_Dark_c,ASN-tRNAs_Dark_c_M1 + ASN_Dark_c_M1 + ATP_Dark_c_M1 --> AMP_Dark_c_M1 + Charged-ASN-tRNAs_Dark_c_M1 + PPI_Dark_c_M1,,,,,0,0,1000,0,,,,
ASPARAGINE--TRNA-LIGASE-RXN_Dark_c_M2,ASPARAGINE--TRNA-LIGASE-RXN_Dark_c,ASN-tRNAs_Dark_c_M2 + ASN_Dark_c_M2 + ATP_Dark_c_M2 --> AMP_Dark_c_M2 + Charged-ASN-tRNAs_Dark_c_M2 + PPI_Dark_c_M2,,,,,0,0,1000,0,,,,
ASPARAGINE--TRNA-LIGASE-RXN_Light_c_M1,ASPARAGINE--TRNA-LIGASE-RXN_Light_c,ASN-tRNAs_Light_c_M1 + ASN_Light_c_M1 + ATP_Light_c_M1 --> AMP_Light_c_M1 + Charged-ASN-tRNAs_Light_c_M1 + PPI_Light_c_M1,,,,,0,0,1000,0,,,,
ASPARAGINE--TRNA-LIGASE-RXN_Light_c_M2,ASPARAGINE--TRNA-LIGASE-RXN_Light_c,ASN-tRNAs_Light_c_M2 + ASN_Light_c_M2 + ATP_Light_c_M2 --> AMP_Light_c_M2 + Charged-ASN-tRNAs_Light_c_M2 + PPI_Light_c_M2,,,,,0,0,1000,0,,,,
ASPARTATE--TRNA-LIGASE-RXN_Dark_c_M1,ASPARTATE--TRNA-LIGASE-RXN_Dark_c,ASP-tRNAs_Dark_c_M1 + ATP_Dark_c_M1 + L-ASPARTATE_Dark_c_M1 --> AMP_Dark_c_M1 + Charged-ASP-tRNAs_Dark_c_M1 + PPI_Dark_c_M1,,,,,0,0,1000,0,,,,
ASPARTATE--TRNA-LIGASE-RXN_Dark_c_M2,ASPARTATE--TRNA-LIGASE-RXN_Dark_c,ASP-tRNAs_Dark_c_M2 + ATP_Dark_c_M2 + L-ASPARTATE_Dark_c_M2 --> AMP_Dark_c_M2 + Charged-ASP-tRNAs_Dark_c_M2 + PPI_Dark_c_M2,,,,,0,0,1000,0,,,,
ASPARTATE--TRNA-LIGASE-RXN_Light_c_M1,ASPARTATE--TRNA-LIGASE-RXN_Light_c,ASP-tRNAs_Light_c_M1 + ATP_Light_c_M1 + L-ASPARTATE_Light_c_M1 --> AMP_Light_c_M1 + Charged-ASP-tRNAs_Light_c_M1 + PPI_Light_c_M1,,,,,0,0,1000,0,,,,
ASPARTATE--TRNA-LIGASE-RXN_Light_c_M2,ASPARTATE--TRNA-LIGASE-RXN_Light_c,ASP-tRNAs_Light_c_M2 + ATP_Light_c_M2 + L-ASPARTATE_Light_c_M2 --> AMP_Light_c_M2 + Charged-ASP-tRNAs_Light_c_M2 + PPI_Light_c_M2,,,,,0,0,1000,0,,,,
ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN_Dark_p_M1,ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN_Dark_p,L-BETA-ASPARTYL-P_Dark_p_M1 + NADPH_Dark_p_M1 --> L-ASPARTATE-SEMIALDEHYDE_Dark_p_M1 + NADP_Dark_p_M1 + Pi_Dark_p_M1,,,,,0,0,1000,0,,,,
ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN_Dark_p_M2,ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN_Dark_p,L-BETA-ASPARTYL-P_Dark_p_M2 + NADPH_Dark_p_M2 --> L-ASPARTATE-SEMIALDEHYDE_Dark_p_M2 + NADP_Dark_p_M2 + Pi_Dark_p_M2,,,,,0,0,1000,0,,,,
ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN_Light_p_M1,ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN_Light_p,L-BETA-ASPARTYL-P_Light_p_M1 + NADPH_Light_p_M1 --> L-ASPARTATE-SEMIALDEHYDE_Light_p_M1 + NADP_Light_p_M1 + Pi_Light_p_M1,,,,,0,0,1000,0,,,,
ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN_Light_p_M2,ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN_Light_p,L-BETA-ASPARTYL-P_Light_p_M2 + NADPH_Light_p_M2 --> L-ASPARTATE-SEMIALDEHYDE_Light_p_M2 + NADP_Light_p_M2 + Pi_Light_p_M2,,,,,0,0,1000,0,,,,
ASPARTATEKIN-RXN_Dark_p_M1,ASPARTATEKIN-RXN_Dark_p,ATP_Dark_p_M1 + L-ASPARTATE_Dark_p_M1 --> ADP_Dark_p_M1 + L-BETA-ASPARTYL-P_Dark_p_M1,,,,,0,0,1000,0,,,,
ASPARTATEKIN-RXN_Dark_p_M2,ASPARTATEKIN-RXN_Dark_p,ATP_Dark_p_M2 + L-ASPARTATE_Dark_p_M2 --> ADP_Dark_p_M2 + L-BETA-ASPARTYL-P_Dark_p_M2,,,,,0,0,1000,0,,,,
ASPARTATEKIN-RXN_Light_p_M1,ASPARTATEKIN-RXN_Light_p,ATP_Light_p_M1 + L-ASPARTATE_Light_p_M1 --> ADP_Light_p_M1 + L-BETA-ASPARTYL-P_Light_p_M1,,,,,0,0,1000,0,,,,
ASPARTATEKIN-RXN_Light_p_M2,ASPARTATEKIN-RXN_Light_p,ATP_Light_p_M2 + L-ASPARTATE_Light_p_M2 --> ADP_Light_p_M2 + L-BETA-ASPARTYL-P_Light_p_M2,,,,,0,0,1000,0,,,,
ASPCARBTRANS-RXN_Dark_p_M1,ASPCARBTRANS-RXN_Dark_p,CARBAMOYL-P_Dark_p_M1 + L-ASPARTATE_Dark_p_M1 --> CARBAMYUL-L-ASPARTATE_Dark_p_M1 + Pi_Dark_p_M1,,,,,0,0,1000,0,,,,
ASPCARBTRANS-RXN_Dark_p_M2,ASPCARBTRANS-RXN_Dark_p,CARBAMOYL-P_Dark_p_M2 + L-ASPARTATE_Dark_p_M2 --> CARBAMYUL-L-ASPARTATE_Dark_p_M2 + Pi_Dark_p_M2,,,,,0,0,1000,0,,,,
ASPCARBTRANS-RXN_Light_p_M1,ASPCARBTRANS-RXN_Light_p,CARBAMOYL-P_Light_p_M1 + L-ASPARTATE_Light_p_M1 --> CARBAMYUL-L-ASPARTATE_Light_p_M1 + Pi_Light_p_M1,,,,,0,0,1000,0,,,,
ASPCARBTRANS-RXN_Light_p_M2,ASPCARBTRANS-RXN_Light_p,CARBAMOYL-P_Light_p_M2 + L-ASPARTATE_Light_p_M2 --> CARBAMYUL-L-ASPARTATE_Light_p_M2 + Pi_Light_p_M2,,,,,0,0,1000,0,,,,
ASP_LightDark_M1,ASP_LightDark,L-ASPARTATE_Light_c_M1 --> L-ASPARTATE_Dark_c_M1,,,,,0,0,1000,0,,,,
ASP_LightDark_M2,ASP_LightDark,L-ASPARTATE_Light_c_M2 --> L-ASPARTATE_Dark_c_M2,,,,,0,0,1000,0,,,,
ATP-CITRATE-PRO-S--LYASE-RXN_Dark_c_M1,ATP-CITRATE-PRO-S--LYASE-RXN_Dark_c,ATP_Dark_c_M1 + CIT_Dark_c_M1 + CO-A_Dark_c_M1 --> ACETYL-COA_Dark_c_M1 + ADP_Dark_c_M1 + OXALACETIC_ACID_Dark_c_M1 + Pi_Dark_c_M1,,,,,0,0,1000,0,,,,
ATP-CITRATE-PRO-S--LYASE-RXN_Dark_c_M2,ATP-CITRATE-PRO-S--LYASE-RXN_Dark_c,ATP_Dark_c_M2 + CIT_Dark_c_M2 + CO-A_Dark_c_M2 --> ACETYL-COA_Dark_c_M2 + ADP_Dark_c_M2 + OXALACETIC_ACID_Dark_c_M2 + Pi_Dark_c_M2,,,,,0,0,1000,0,,,,
ATP-CITRATE-PRO-S--LYASE-RXN_Light_c_M1,ATP-CITRATE-PRO-S--LYASE-RXN_Light_c,ATP_Light_c_M1 + CIT_Light_c_M1 + CO-A_Light_c_M1 --> ACETYL-COA_Light_c_M1 + ADP_Light_c_M1 + OXALACETIC_ACID_Light_c_M1 + Pi_Light_c_M1,,,,,0,0,1000,0,,,,
ATP-CITRATE-PRO-S--LYASE-RXN_Light_c_M2,ATP-CITRATE-PRO-S--LYASE-RXN_Light_c,ATP_Light_c_M2 + CIT_Light_c_M2 + CO-A_Light_c_M2 --> ACETYL-COA_Light_c_M2 + ADP_Light_c_M2 + OXALACETIC_ACID_Light_c_M2 + Pi_Light_c_M2,,,,,0,0,1000,0,,,,
ATPPHOSPHORIBOSYLTRANS-RXN_Dark_p_M1,ATPPHOSPHORIBOSYLTRANS-RXN_Dark_p,ATP_Dark_p_M1 + PRPP_Dark_p_M1 --> PHOSPHORIBOSYL-ATP_Dark_p_M1 + PPI_Dark_p_M1,,,,,0,0,1000,0,,,,
ATPPHOSPHORIBOSYLTRANS-RXN_Dark_p_M2,ATPPHOSPHORIBOSYLTRANS-RXN_Dark_p,ATP_Dark_p_M2 + PRPP_Dark_p_M2 --> PHOSPHORIBOSYL-ATP_Dark_p_M2 + PPI_Dark_p_M2,,,,,0,0,1000,0,,,,
ATPPHOSPHORIBOSYLTRANS-RXN_Light_p_M1,ATPPHOSPHORIBOSYLTRANS-RXN_Light_p,ATP_Light_p_M1 + PRPP_Light_p_M1 --> PHOSPHORIBOSYL-ATP_Light_p_M1 + PPI_Light_p_M1,,,,,0,0,1000,0,,,,
ATPPHOSPHORIBOSYLTRANS-RXN_Light_p_M2,ATPPHOSPHORIBOSYLTRANS-RXN_Light_p,ATP_Light_p_M2 + PRPP_Light_p_M2 --> PHOSPHORIBOSYL-ATP_Light_p_M2 + PPI_Light_p_M2,,,,,0,0,1000,0,,,,
ATP_ADP_Dark_mc_M1,ATP_ADP_Dark_mc,ADP_Dark_c_M1 + ATP_Dark_m_M1 <=> ADP_Dark_m_M1 + ATP_Dark_c_M1,,,,,1,-1000,1000,0,,,,
ATP_ADP_Dark_mc_M2,ATP_ADP_Dark_mc,ADP_Dark_c_M2 + ATP_Dark_m_M2 <=> ADP_Dark_m_M2 + ATP_Dark_c_M2,,,,,1,-1000,1000,0,,,,
ATP_ADP_Dark_xc_M1,ATP_ADP_Dark_xc,ADP_Dark_c_M1 + ATP_Dark_x_M1 <=> ADP_Dark_x_M1 + ATP_Dark_c_M1,,,,,1,-1000,1000,0,,,,
ATP_ADP_Dark_xc_M2,ATP_ADP_Dark_xc,ADP_Dark_c_M2 + ATP_Dark_x_M2 <=> ADP_Dark_x_M2 + ATP_Dark_c_M2,,,,,1,-1000,1000,0,,,,
ATP_ADP_Light_mc_M1,ATP_ADP_Light_mc,ADP_Light_c_M1 + ATP_Light_m_M1 <=> ADP_Light_m_M1 + ATP_Light_c_M1,,,,,1,-1000,1000,0,,,,
ATP_ADP_Light_mc_M2,ATP_ADP_Light_mc,ADP_Light_c_M2 + ATP_Light_m_M2 <=> ADP_Light_m_M2 + ATP_Light_c_M2,,,,,1,-1000,1000,0,,,,
ATP_ADP_Light_xc_M1,ATP_ADP_Light_xc,ADP_Light_c_M1 + ATP_Light_x_M1 <=> ADP_Light_x_M1 + ATP_Light_c_M1,,,,,1,-1000,1000,0,,,,
ATP_ADP_Light_xc_M2,ATP_ADP_Light_xc,ADP_Light_c_M2 + ATP_Light_x_M2 <=> ADP_Light_x_M2 + ATP_Light_c_M2,,,,,1,-1000,1000,0,,,,
ATP_ADP_Pi_Dark_pc_M1,ATP_ADP_Pi_Dark_pc,ADP_Dark_c_M1 + ATP_Dark_p_M1 + Pi_Dark_c_M1 <=> ADP_Dark_p_M1 + ATP_Dark_c_M1 + Pi_Dark_p_M1,,,,,1,-1000,1000,0,,,,
ATP_ADP_Pi_Dark_pc_M2,ATP_ADP_Pi_Dark_pc,ADP_Dark_c_M2 + ATP_Dark_p_M2 + Pi_Dark_c_M2 <=> ADP_Dark_p_M2 + ATP_Dark_c_M2 + Pi_Dark_p_M2,,,,,1,-1000,1000,0,,,,
ATP_ADP_Pi_Light_pc_M1,ATP_ADP_Pi_Light_pc,ADP_Light_c_M1 + ATP_Light_p_M1 + Pi_Light_c_M1 <=> ADP_Light_p_M1 + ATP_Light_c_M1 + Pi_Light_p_M1,,,,,1,-1000,1000,0,,,,
ATP_ADP_Pi_Light_pc_M2,ATP_ADP_Pi_Light_pc,ADP_Light_c_M2 + ATP_Light_p_M2 + Pi_Light_c_M2 <=> ADP_Light_p_M2 + ATP_Light_c_M2 + Pi_Light_p_M2,,,,,1,-1000,1000,0,,,,
ATP_AMP_Dark_mc_M1,ATP_AMP_Dark_mc,AMP_Dark_c_M1 + ATP_Dark_m_M1 <=> AMP_Dark_m_M1 + ATP_Dark_c_M1,,,,,1,-1000,1000,0,,,,
ATP_AMP_Dark_mc_M2,ATP_AMP_Dark_mc,AMP_Dark_c_M2 + ATP_Dark_m_M2 <=> AMP_Dark_m_M2 + ATP_Dark_c_M2,,,,,1,-1000,1000,0,,,,
ATP_AMP_Light_mc_M1,ATP_AMP_Light_mc,AMP_Light_c_M1 + ATP_Light_m_M1 <=> AMP_Light_m_M1 + ATP_Light_c_M1,,,,,1,-1000,1000,0,,,,
ATP_AMP_Light_mc_M2,ATP_AMP_Light_mc,AMP_Light_c_M2 + ATP_Light_m_M2 <=> AMP_Light_m_M2 + ATP_Light_c_M2,,,,,1,-1000,1000,0,,,,
ATP_Dark_pc_M1,ATP_Dark_pc,ATP_Dark_p_M1 <=> ATP_Dark_c_M1,,,,,1,-1000,1000,0,,,,
ATP_Dark_pc_M2,ATP_Dark_pc,ATP_Dark_p_M2 <=> ATP_Dark_c_M2,,,,,1,-1000,1000,0,,,,
ATP_Light_pc_M1,ATP_Light_pc,ATP_Light_p_M1 <=> ATP_Light_c_M1,,,,,1,-1000,1000,0,,,,
ATP_Light_pc_M2,ATP_Light_pc,ATP_Light_p_M2 <=> ATP_Light_c_M2,,,,,1,-1000,1000,0,,,,
ATPase_Dark_tx_M1,ATPase_Dark_tx,ADP_Dark_c_M1 + Pi_Dark_c_M1 <=> ATP_Dark_c_M1,,,,,1,-1000,1000,0,,,,
