Abbreviation,Description,Reaction,GPR,Genes,Proteins,Subsystem,Reversible,Lower bound,Upper bound,Objective,Confidence Score,EC Number,Notes,References
MYO-INOSITOL-1-KINASE-RXN_Dark_c_M1,MYO-INOSITOL-1-KINASE-RXN_Dark_c,ATP_Dark_c_M1 + MYO-INOSITOL_Dark_c_M1 --> 1-L-MYO-INOSITOL-1-P_Dark_c_M1 + ADP_Dark_c_M1,,,,,0,0,1000,0,,,,
MYO-INOSITOL-1-KINASE-RXN_Dark_c_M2,MYO-INOSITOL-1-KINASE-RXN_Dark_c,ATP_Dark_c_M2 + MYO-INOSITOL_Dark_c_M2 --> 1-L-MYO-INOSITOL-1-P_Dark_c_M2 + ADP_Dark_c_M2,,,,,0,0,1000,0,,,,
MYO-INOSITOL-1-KINASE-RXN_Light_c_M1,MYO-INOSITOL-1-KINASE-RXN_Light_c,ATP_Light_c_M1 + MYO-INOSITOL_Light_c_M1 --> 1-L-MYO-INOSITOL-1-P_Light_c_M1 + ADP_Light_c_M1,,,,,0,0,1000,0,,,,
MYO-INOSITOL-1-KINASE-RXN_Light_c_M2,MYO-INOSITOL-1-KINASE-RXN_Light_c,ATP_Light_c_M2 + MYO-INOSITOL_Light_c_M2 --> 1-L-MYO-INOSITOL-1-P_Light_c_M2 + ADP_Light_c_M2,,,,,0,0,1000,0,,,,
MYO-INOSITOL-1-PHOSPHATE-SYNTHASE-RXN_Dark_c_M1,MYO-INOSITOL-1-PHOSPHATE-SYNTHASE-RXN_Dark_c,GLC-6-P_Dark_c_M1 --> 1-L-MYO-INOSITOL-1-P_Dark_c_M1,,,,,0,0,1000,0,,,,
MYO-INOSITOL-1-PHOSPHATE-SYNTHASE-RXN_Dark_c_M2,MYO-INOSITOL-1-PHOSPHATE-SYNTHASE-RXN_Dark_c,GLC-6-P_Dark_c_M2 --> 1-L-MYO-INOSITOL-1-P_Dark_c_M2,,,,,0,0,1000,0,,,,
MYO-INOSITOL-1-PHOSPHATE-SYNTHASE-RXN_Light_c_M1,MYO-INOSITOL-1-PHOSPHATE-SYNTHASE-RXN_Light_c,GLC-6-P_Light_c_M1 --> 1-L-MYO-INOSITOL-1-P_Light_c_M1,,,,,0,0,1000,0,,,,
MYO-INOSITOL-1-PHOSPHATE-SYNTHASE-RXN_Light_c_M2,MYO-INOSITOL-1-PHOSPHATE-SYNTHASE-RXN_Light_c,GLC-6-P_Light_c_M2 --> 1-L-MYO-INOSITOL-1-P_Light_c_M2,,,,,0,0,1000,0,,,,
MYO-INOSITOL-1OR-4-MONOPHOSPHATASE-RXN_Dark_c_M1,MYO-INOSITOL-1OR-4-MONOPHOSPHATASE-RXN_Dark_c,1-L-MYO-INOSITOL-1-P_Dark_c_M1 --> MYO-INOSITOL_Dark_c_M1 + Pi_Dark_c_M1,,,,,0,0,1000,0,,,,
MYO-INOSITOL-1OR-4-MONOPHOSPHATASE-RXN_Dark_c_M2,MYO-INOSITOL-1OR-4-MONOPHOSPHATASE-RXN_Dark_c,1-L-MYO-INOSITOL-1-P_Dark_c_M2 --> MYO-INOSITOL_Dark_c_M2 + Pi_Dark_c_M2,,,,,0,0,1000,0,,,,
MYO-INOSITOL-1OR-4-MONOPHOSPHATASE-RXN_Light_c_M1,MYO-INOSITOL-1OR-4-MONOPHOSPHATASE-RXN_Light_c,1-L-MYO-INOSITOL-1-P_Light_c_M1 --> MYO-INOSITOL_Light_c_M1 + Pi_Light_c_M1,,,,,0,0,1000,0,,,,
MYO-INOSITOL-1OR-4-MONOPHOSPHATASE-RXN_Light_c_M2,MYO-INOSITOL-1OR-4-MONOPHOSPHATASE-RXN_Light_c,1-L-MYO-INOSITOL-1-P_Light_c_M2 --> MYO-INOSITOL_Light_c_M2 + Pi_Light_c_M2,,,,,0,0,1000,0,,,,
MYO-INOSITOL-OXYGENASE-RXN_Dark_c_M1,MYO-INOSITOL-OXYGENASE-RXN_Dark_c,MYO-INOSITOL_Dark_c_M1 + OXYGEN-MOLECULE_Dark_c_M1 --> GLUCURONATE_Dark_c_M1,,,,,0,0,1000,0,,,,
MYO-INOSITOL-OXYGENASE-RXN_Dark_c_M2,MYO-INOSITOL-OXYGENASE-RXN_Dark_c,MYO-INOSITOL_Dark_c_M2 + OXYGEN-MOLECULE_Dark_c_M2 --> GLUCURONATE_Dark_c_M2,,,,,0,0,1000,0,,,,
MYO-INOSITOL-OXYGENASE-RXN_Light_c_M1,MYO-INOSITOL-OXYGENASE-RXN_Light_c,MYO-INOSITOL_Light_c_M1 + OXYGEN-MOLECULE_Light_c_M1 --> GLUCURONATE_Light_c_M1,,,,,0,0,1000,0,,,,
MYO-INOSITOL-OXYGENASE-RXN_Light_c_M2,MYO-INOSITOL-OXYGENASE-RXN_Light_c,MYO-INOSITOL_Light_c_M2 + OXYGEN-MOLECULE_Light_c_M2 --> GLUCURONATE_Light_c_M2,,,,,0,0,1000,0,,,,
Malate_LightDark_M1,Malate_LightDark,MAL_Light_v_M1 <=> MAL_Dark_v_M1,,,,,1,-1000,1000,0,,,,
Malate_LightDark_M2,Malate_LightDark,MAL_Light_v_M2 <=> MAL_Dark_v_M2,,,,,1,-1000,1000,0,,,,
Mehler_Reaction_Dark_p_M1,Mehler_Reaction_Dark_p,OXYGEN-MOLECULE_Dark_p_M1 + Plastocyanin-Reduced_Dark_p_M1 --> Oxidized-Plastocyanins_Dark_p_M1 + SUPER-OXIDE_Dark_p_M1,,,,,0,0,1000,0,,,,
Mehler_Reaction_Dark_p_M2,Mehler_Reaction_Dark_p,OXYGEN-MOLECULE_Dark_p_M2 + Plastocyanin-Reduced_Dark_p_M2 --> Oxidized-Plastocyanins_Dark_p_M2 + SUPER-OXIDE_Dark_p_M2,,,,,0,0,1000,0,,,,
Mehler_Reaction_Light_p_M1,Mehler_Reaction_Light_p,OXYGEN-MOLECULE_Light_p_M1 + Plastocyanin-Reduced_Light_p_M1 --> Oxidized-Plastocyanins_Light_p_M1 + SUPER-OXIDE_Light_p_M1,,,,,0,0,1000,0,,,,
Mehler_Reaction_Light_p_M2,Mehler_Reaction_Light_p,OXYGEN-MOLECULE_Light_p_M2 + Plastocyanin-Reduced_Light_p_M2 --> Oxidized-Plastocyanins_Light_p_M2 + SUPER-OXIDE_Light_p_M2,,,,,0,0,1000,0,,,,
Methionine_Dark_biomass_M1,Methionine_Dark_biomass, <=> MET_Dark_c_M1 + Phloem-loading-cost_Dark_c_M1,,,,,1,-1000,1000,0,,,,
Methionine_Dark_biomass_M2,Methionine_Dark_biomass, <=> MET_Dark_c_M2 + Phloem-loading-cost_Dark_c_M2,,,,,1,-1000,1000,0,,,,
Methionine_Light_biomass_M1,Methionine_Light_biomass, <=> MET_Light_c_M1 + Phloem-loading-cost_Light_c_M1,,,,,1,-1000,1000,0,,,,
Methionine_Light_biomass_M2,Methionine_Light_biomass, <=> MET_Light_c_M2 + Phloem-loading-cost_Light_c_M2,,,,,1,-1000,1000,0,,,,
Mg_Dark_biomass_M1,Mg_Dark_biomass, <=> MG+2_Dark_v_M1,,,,,1,-1000,1000,0,,,,
Mg_Dark_biomass_M2,Mg_Dark_biomass, <=> MG+2_Dark_v_M2,,,,,1,-1000,1000,0,,,,
Mg_Dark_tx_M1,Mg_Dark_tx,Pumped-PROTON_Dark_c_M1 <=> MG+2_Dark_c_M1,,,,,1,-1000,1000,0,,,,
Mg_Dark_tx_M2,Mg_Dark_tx,Pumped-PROTON_Dark_c_M2 <=> MG+2_Dark_c_M2,,,,,1,-1000,1000,0,,,,
Mg_Light_biomass_M1,Mg_Light_biomass, <=> MG+2_Light_v_M1,,,,,1,-1000,1000,0,,,,
Mg_Light_biomass_M2,Mg_Light_biomass, <=> MG+2_Light_v_M2,,,,,1,-1000,1000,0,,,,
Mg_Light_tx_M1,Mg_Light_tx,Pumped-PROTON_Light_c_M1 <=> MG+2_Light_c_M1,,,,,1,-1000,1000,0,,,,
Mg_Light_tx_M2,Mg_Light_tx,Pumped-PROTON_Light_c_M2 <=> MG+2_Light_c_M2,,,,,1,-1000,1000,0,,,,
Mitochondrial_ATP_Synthase_Dark_m_M1,Mitochondrial_ATP_Synthase_Dark_m,3.0 ADP_Dark_m_M1 + 3.0 Pi_Dark_m_M1 + 10.0 Pumped-PROTON_Dark_m_M1 --> 3.0 ATP_Dark_m_M1,,,,,0,0,1000,0,,,,
Mitochondrial_ATP_Synthase_Dark_m_M2,Mitochondrial_ATP_Synthase_Dark_m,3.0 ADP_Dark_m_M2 + 3.0 Pi_Dark_m_M2 + 10.0 Pumped-PROTON_Dark_m_M2 --> 3.0 ATP_Dark_m_M2,,,,,0,0,1000,0,,,,
Mitochondrial_ATP_Synthase_Light_m_M1,Mitochondrial_ATP_Synthase_Light_m,3.0 ADP_Light_m_M1 + 3.0 Pi_Light_m_M1 + 10.0 Pumped-PROTON_Light_m_M1 --> 3.0 ATP_Light_m_M1,,,,,0,0,1000,0,,,,
Mitochondrial_ATP_Synthase_Light_m_M2,Mitochondrial_ATP_Synthase_Light_m,3.0 ADP_Light_m_M2 + 3.0 Pi_Light_m_M2 + 10.0 Pumped-PROTON_Light_m_M2 --> 3.0 ATP_Light_m_M2,,,,,0,0,1000,0,,,,
N-ACETYLGLUTPREDUCT-RXN_Dark_p_M1,N-ACETYLGLUTPREDUCT-RXN_Dark_p,N-ACETYL-GLUTAMYL-P_Dark_p_M1 + NADPH_Dark_p_M1 --> CPD-469_Dark_p_M1 + NADP_Dark_p_M1 + Pi_Dark_p_M1,,,,,0,0,1000,0,,,,
N-ACETYLGLUTPREDUCT-RXN_Dark_p_M2,N-ACETYLGLUTPREDUCT-RXN_Dark_p,N-ACETYL-GLUTAMYL-P_Dark_p_M2 + NADPH_Dark_p_M2 --> CPD-469_Dark_p_M2 + NADP_Dark_p_M2 + Pi_Dark_p_M2,,,,,0,0,1000,0,,,,
N-ACETYLGLUTPREDUCT-RXN_Light_p_M1,N-ACETYLGLUTPREDUCT-RXN_Light_p,N-ACETYL-GLUTAMYL-P_Light_p_M1 + NADPH_Light_p_M1 --> CPD-469_Light_p_M1 + NADP_Light_p_M1 + Pi_Light_p_M1,,,,,0,0,1000,0,,,,
N-ACETYLGLUTPREDUCT-RXN_Light_p_M2,N-ACETYLGLUTPREDUCT-RXN_Light_p,N-ACETYL-GLUTAMYL-P_Light_p_M2 + NADPH_Light_p_M2 --> CPD-469_Light_p_M2 + NADP_Light_p_M2 + Pi_Light_p_M2,,,,,0,0,1000,0,,,,
N-ACETYLTRANSFER-RXN_Dark_p_M1,N-ACETYLTRANSFER-RXN_Dark_p,ACETYL-COA_Dark_p_M1 + GLT_Dark_p_M1 --> ACETYL-GLU_Dark_p_M1 + CO-A_Dark_p_M1,,,,,0,0,1000,0,,,,
N-ACETYLTRANSFER-RXN_Dark_p_M2,N-ACETYLTRANSFER-RXN_Dark_p,ACETYL-COA_Dark_p_M2 + GLT_Dark_p_M2 --> ACETYL-GLU_Dark_p_M2 + CO-A_Dark_p_M2,,,,,0,0,1000,0,,,,
N-ACETYLTRANSFER-RXN_Light_p_M1,N-ACETYLTRANSFER-RXN_Light_p,ACETYL-COA_Light_p_M1 + GLT_Light_p_M1 --> ACETYL-GLU_Light_p_M1 + CO-A_Light_p_M1,,,,,0,0,1000,0,,,,
N-ACETYLTRANSFER-RXN_Light_p_M2,N-ACETYLTRANSFER-RXN_Light_p,ACETYL-COA_Light_p_M2 + GLT_Light_p_M2 --> ACETYL-GLU_Light_p_M2 + CO-A_Light_p_M2,,,,,0,0,1000,0,,,,
N-CARBAMOYLPUTRESCINE-AMIDASE-RXN_Dark_c_M1,N-CARBAMOYLPUTRESCINE-AMIDASE-RXN_Dark_c,CPD-597_Dark_c_M1 --> AMMONIA_Dark_c_M1 + CARBON-DIOXIDE_Dark_c_M1 + PUTRESCINE_Dark_c_M1,,,,,0,0,1000,0,,,,
N-CARBAMOYLPUTRESCINE-AMIDASE-RXN_Dark_c_M2,N-CARBAMOYLPUTRESCINE-AMIDASE-RXN_Dark_c,CPD-597_Dark_c_M2 --> AMMONIA_Dark_c_M2 + CARBON-DIOXIDE_Dark_c_M2 + PUTRESCINE_Dark_c_M2,,,,,0,0,1000,0,,,,
N-CARBAMOYLPUTRESCINE-AMIDASE-RXN_Light_c_M1,N-CARBAMOYLPUTRESCINE-AMIDASE-RXN_Light_c,CPD-597_Light_c_M1 --> AMMONIA_Light_c_M1 + CARBON-DIOXIDE_Light_c_M1 + PUTRESCINE_Light_c_M1,,,,,0,0,1000,0,,,,
N-CARBAMOYLPUTRESCINE-AMIDASE-RXN_Light_c_M2,N-CARBAMOYLPUTRESCINE-AMIDASE-RXN_Light_c,CPD-597_Light_c_M2 --> AMMONIA_Light_c_M2 + CARBON-DIOXIDE_Light_c_M2 + PUTRESCINE_Light_c_M2,,,,,0,0,1000,0,,,,
NAD-KIN-RXN_Dark_c_M1,NAD-KIN-RXN_Dark_c,ATP_Dark_c_M1 + NAD_Dark_c_M1 --> ADP_Dark_c_M1 + NADP_Dark_c_M1,,,,,0,0,1000,0,,,,
NAD-KIN-RXN_Dark_c_M2,NAD-KIN-RXN_Dark_c,ATP_Dark_c_M2 + NAD_Dark_c_M2 --> ADP_Dark_c_M2 + NADP_Dark_c_M2,,,,,0,0,1000,0,,,,
NAD-KIN-RXN_Light_c_M1,NAD-KIN-RXN_Light_c,ATP_Light_c_M1 + NAD_Light_c_M1 --> ADP_Light_c_M1 + NADP_Light_c_M1,,,,,0,0,1000,0,,,,
NAD-KIN-RXN_Light_c_M2,NAD-KIN-RXN_Light_c,ATP_Light_c_M2 + NAD_Light_c_M2 --> ADP_Light_c_M2 + NADP_Light_c_M2,,,,,0,0,1000,0,,,,
NAD-SYNTH-GLN-RXN_Dark_c_M1,NAD-SYNTH-GLN-RXN_Dark_c,ATP_Dark_c_M1 + DEAMIDO-NAD_Dark_c_M1 + GLN_Dark_c_M1 --> AMP_Dark_c_M1 + GLT_Dark_c_M1 + NAD_Dark_c_M1 + PPI_Dark_c_M1,,,,,0,0,1000,0,,,,
NAD-SYNTH-GLN-RXN_Dark_c_M2,NAD-SYNTH-GLN-RXN_Dark_c,ATP_Dark_c_M2 + DEAMIDO-NAD_Dark_c_M2 + GLN_Dark_c_M2 --> AMP_Dark_c_M2 + GLT_Dark_c_M2 + NAD_Dark_c_M2 + PPI_Dark_c_M2,,,,,0,0,1000,0,,,,
NAD-SYNTH-GLN-RXN_Light_c_M1,NAD-SYNTH-GLN-RXN_Light_c,ATP_Light_c_M1 + DEAMIDO-NAD_Light_c_M1 + GLN_Light_c_M1 --> AMP_Light_c_M1 + GLT_Light_c_M1 + NAD_Light_c_M1 + PPI_Light_c_M1,,,,,0,0,1000,0,,,,
NAD-SYNTH-GLN-RXN_Light_c_M2,NAD-SYNTH-GLN-RXN_Light_c,ATP_Light_c_M2 + DEAMIDO-NAD_Light_c_M2 + GLN_Light_c_M2 --> AMP_Light_c_M2 + GLT_Light_c_M2 + NAD_Light_c_M2 + PPI_Light_c_M2,,,,,0,0,1000,0,,,,
NAD-SYNTH-NH3-RXN_Dark_c_M1,NAD-SYNTH-NH3-RXN_Dark_c,AMMONIA_Dark_c_M1 + ATP_Dark_c_M1 + DEAMIDO-NAD_Dark_c_M1 --> AMP_Dark_c_M1 + NAD_Dark_c_M1 + PPI_Dark_c_M1,,,,,0,0,1000,0,,,,
NAD-SYNTH-NH3-RXN_Dark_c_M2,NAD-SYNTH-NH3-RXN_Dark_c,AMMONIA_Dark_c_M2 + ATP_Dark_c_M2 + DEAMIDO-NAD_Dark_c_M2 --> AMP_Dark_c_M2 + NAD_Dark_c_M2 + PPI_Dark_c_M2,,,,,0,0,1000,0,,,,
NAD-SYNTH-NH3-RXN_Light_c_M1,NAD-SYNTH-NH3-RXN_Light_c,AMMONIA_Light_c_M1 + ATP_Light_c_M1 + DEAMIDO-NAD_Light_c_M1 --> AMP_Light_c_M1 + NAD_Light_c_M1 + PPI_Light_c_M1,,,,,0,0,1000,0,,,,
NAD-SYNTH-NH3-RXN_Light_c_M2,NAD-SYNTH-NH3-RXN_Light_c,AMMONIA_Light_c_M2 + ATP_Light_c_M2 + DEAMIDO-NAD_Light_c_M2 --> AMP_Light_c_M2 + NAD_Light_c_M2 + PPI_Light_c_M2,,,,,0,0,1000,0,,,,
NADH-DEHYDROG-A-RXN_Dark_m_M1,NADH-DEHYDROG-A-RXN_Dark_m,NADH_Dark_m_M1 + UBIQUINONE_Dark_m_M1 --> NAD_Dark_m_M1 + 4.0 Pumped-PROTON_Dark_m_M1 + UBIQUINOL_Dark_m_M1,,,,,0,0,1000,0,,,,
NADH-DEHYDROG-A-RXN_Dark_m_M2,NADH-DEHYDROG-A-RXN_Dark_m,NADH_Dark_m_M2 + UBIQUINONE_Dark_m_M2 --> NAD_Dark_m_M2 + 4.0 Pumped-PROTON_Dark_m_M2 + UBIQUINOL_Dark_m_M2,,,,,0,0,1000,0,,,,
NADH-DEHYDROG-A-RXN_Light_m_M1,NADH-DEHYDROG-A-RXN_Light_m,NADH_Light_m_M1 + UBIQUINONE_Light_m_M1 --> NAD_Light_m_M1 + 4.0 Pumped-PROTON_Light_m_M1 + UBIQUINOL_Light_m_M1,,,,,0,0,1000,0,,,,
NADH-DEHYDROG-A-RXN_Light_m_M2,NADH-DEHYDROG-A-RXN_Light_m,NADH_Light_m_M2 + UBIQUINONE_Light_m_M2 --> NAD_Light_m_M2 + 4.0 Pumped-PROTON_Light_m_M2 + UBIQUINOL_Light_m_M2,,,,,0,0,1000,0,,,,
NADH-KINASE-RXN_Dark_c_M1,NADH-KINASE-RXN_Dark_c,ATP_Dark_c_M1 + NADH_Dark_c_M1 --> ADP_Dark_c_M1 + NADPH_Dark_c_M1,,,,,0,0,1000,0,,,,
NADH-KINASE-RXN_Dark_c_M2,NADH-KINASE-RXN_Dark_c,ATP_Dark_c_M2 + NADH_Dark_c_M2 --> ADP_Dark_c_M2 + NADPH_Dark_c_M2,,,,,0,0,1000,0,,,,
NADH-KINASE-RXN_Light_c_M1,NADH-KINASE-RXN_Light_c,ATP_Light_c_M1 + NADH_Light_c_M1 --> ADP_Light_c_M1 + NADPH_Light_c_M1,,,,,0,0,1000,0,,,,
NADH-KINASE-RXN_Light_c_M2,NADH-KINASE-RXN_Light_c,ATP_Light_c_M2 + NADH_Light_c_M2 --> ADP_Light_c_M2 + NADPH_Light_c_M2,,,,,0,0,1000,0,,,,
NADNUCLEOSID-RXN_Dark_c_M1,NADNUCLEOSID-RXN_Dark_c,NAD_Dark_c_M1 --> ADENOSINE_DIPHOSPHATE_RIBOSE_Dark_c_M1 + NIACINAMIDE_Dark_c_M1,,,,,0,0,1000,0,,,,
NADNUCLEOSID-RXN_Dark_c_M2,NADNUCLEOSID-RXN_Dark_c,NAD_Dark_c_M2 --> ADENOSINE_DIPHOSPHATE_RIBOSE_Dark_c_M2 + NIACINAMIDE_Dark_c_M2,,,,,0,0,1000,0,,,,
NADNUCLEOSID-RXN_Light_c_M1,NADNUCLEOSID-RXN_Light_c,NAD_Light_c_M1 --> ADENOSINE_DIPHOSPHATE_RIBOSE_Light_c_M1 + NIACINAMIDE_Light_c_M1,,,,,0,0,1000,0,,,,
NADNUCLEOSID-RXN_Light_c_M2,NADNUCLEOSID-RXN_Light_c,NAD_Light_c_M2 --> ADENOSINE_DIPHOSPHATE_RIBOSE_Light_c_M2 + NIACINAMIDE_Light_c_M2,,,,,0,0,1000,0,,,,
NADPH-PEROXIDASE-RXN_Dark_c_M1,NADPH-PEROXIDASE-RXN_Dark_c,HYDROGEN-PEROXIDE_Dark_c_M1 + NADPH_Dark_c_M1 --> NADP_Dark_c_M1,,,,,0,0,1000,0,,,,
NADPH-PEROXIDASE-RXN_Dark_c_M2,NADPH-PEROXIDASE-RXN_Dark_c,HYDROGEN-PEROXIDE_Dark_c_M2 + NADPH_Dark_c_M2 --> NADP_Dark_c_M2,,,,,0,0,1000,0,,,,
NADPH-PEROXIDASE-RXN_Light_c_M1,NADPH-PEROXIDASE-RXN_Light_c,HYDROGEN-PEROXIDE_Light_c_M1 + NADPH_Light_c_M1 --> NADP_Light_c_M1,,,,,0,0,1000,0,,,,
NADPH-PEROXIDASE-RXN_Light_c_M2,NADPH-PEROXIDASE-RXN_Light_c,HYDROGEN-PEROXIDE_Light_c_M2 + NADPH_Light_c_M2 --> NADP_Light_c_M2,,,,,0,0,1000,0,,,,
NADPH_Dehydrogenase_Dark_p_M1,NADPH_Dehydrogenase_Dark_p,PLASTOQUINONE_Dark_p_M1 + 2.0 Reduced-ferredoxins_Dark_p_M1 --> 2.0 Oxidized-ferredoxins_Dark_p_M1 + PLASTOQUINOL-1_Dark_p_M1 + 4.0 Pumped-PROTON_Dark_p_M1,,,,,0,0,1000,0,,,,
NADPH_Dehydrogenase_Dark_p_M2,NADPH_Dehydrogenase_Dark_p,PLASTOQUINONE_Dark_p_M2 + 2.0 Reduced-ferredoxins_Dark_p_M2 --> 2.0 Oxidized-ferredoxins_Dark_p_M2 + PLASTOQUINOL-1_Dark_p_M2 + 4.0 Pumped-PROTON_Dark_p_M2,,,,,0,0,1000,0,,,,
NADPH_Dehydrogenase_Light_p_M1,NADPH_Dehydrogenase_Light_p,PLASTOQUINONE_Light_p_M1 + 2.0 Reduced-ferredoxins_Light_p_M1 --> 2.0 Oxidized-ferredoxins_Light_p_M1 + PLASTOQUINOL-1_Light_p_M1 + 4.0 Pumped-PROTON_Light_p_M1,,,,,0,0,1000,0,,,,
NADPH_Dehydrogenase_Light_p_M2,NADPH_Dehydrogenase_Light_p,PLASTOQUINONE_Light_p_M2 + 2.0 Reduced-ferredoxins_Light_p_M2 --> 2.0 Oxidized-ferredoxins_Light_p_M2 + PLASTOQUINOL-1_Light_p_M2 + 4.0 Pumped-PROTON_Light_p_M2,,,,,0,0,1000,0,,,,
NADPHoxc_Dark_tx_M1,NADPHoxc_Dark_tx,NADP_Dark_c_M1 <=> NADPH_Dark_c_M1 + 0.5 OXYGEN-MOLECULE_Dark_c_M1,,,,,1,-1000,1000,0,,,,
NADPHoxc_Dark_tx_M2,NADPHoxc_Dark_tx,NADP_Dark_c_M2 <=> NADPH_Dark_c_M2 + 0.5 OXYGEN-MOLECULE_Dark_c_M2,,,,,1,-1000,1000,0,,,,
NADPHoxc_Light_tx_M1,NADPHoxc_Light_tx,NADP_Light_c_M1 <=> NADPH_Light_c_M1 + 0.5 OXYGEN-MOLECULE_Light_c_M1,,,,,1,-1000,1000,0,,,,
NADPHoxc_Light_tx_M2,NADPHoxc_Light_tx,NADP_Light_c_M2 <=> NADPH_Light_c_M2 + 0.5 OXYGEN-MOLECULE_Light_c_M2,,,,,1,-1000,1000,0,,,,
NADPHoxm_Dark_tx_M1,NADPHoxm_Dark_tx,NADP_Dark_m_M1 <=> NADPH_Dark_m_M1 + 0.5 OXYGEN-MOLECULE_Dark_m_M1,,,,,1,-1000,1000,0,,,,
NADPHoxm_Dark_tx_M2,NADPHoxm_Dark_tx,NADP_Dark_m_M2 <=> NADPH_Dark_m_M2 + 0.5 OXYGEN-MOLECULE_Dark_m_M2,,,,,1,-1000,1000,0,,,,
NADPHoxm_Light_tx_M1,NADPHoxm_Light_tx,NADP_Light_m_M1 <=> NADPH_Light_m_M1 + 0.5 OXYGEN-MOLECULE_Light_m_M1,,,,,1,-1000,1000,0,,,,
NADPHoxm_Light_tx_M2,NADPHoxm_Light_tx,NADP_Light_m_M2 <=> NADPH_Light_m_M2 + 0.5 OXYGEN-MOLECULE_Light_m_M2,,,,,1,-1000,1000,0,,,,
NADPHoxp_Dark_tx_M1,NADPHoxp_Dark_tx,NADP_Dark_p_M1 <=> NADPH_Dark_p_M1 + 0.5 OXYGEN-MOLECULE_Dark_p_M1,,,,,1,-1000,1000,0,,,,
NADPHoxp_Dark_tx_M2,NADPHoxp_Dark_tx,NADP_Dark_p_M2 <=> NADPH_Dark_p_M2 + 0.5 OXYGEN-MOLECULE_Dark_p_M2,,,,,1,-1000,1000,0,,,,
NADPHoxp_Light_tx_M1,NADPHoxp_Light_tx,NADP_Light_p_M1 <=> NADPH_Light_p_M1 + 0.5 OXYGEN-MOLECULE_Light_p_M1,,,,,1,-1000,1000,0,,,,
NADPHoxp_Light_tx_M2,NADPHoxp_Light_tx,NADP_Light_p_M2 <=> NADPH_Light_p_M2 + 0.5 OXYGEN-MOLECULE_Light_p_M2,,,,,1,-1000,1000,0,,,,
NADPHoxx_Dark_tx_M1,NADPHoxx_Dark_tx,NADP_Dark_x_M1 <=> NADPH_Dark_x_M1 + 0.5 OXYGEN-MOLECULE_Dark_x_M1,,,,,1,-1000,1000,0,,,,
NADPHoxx_Dark_tx_M2,NADPHoxx_Dark_tx,NADP_Dark_x_M2 <=> NADPH_Dark_x_M2 + 0.5 OXYGEN-MOLECULE_Dark_x_M2,,,,,1,-1000,1000,0,,,,
NADPHoxx_Light_tx_M1,NADPHoxx_Light_tx,NADP_Light_x_M1 <=> NADPH_Light_x_M1 + 0.5 OXYGEN-MOLECULE_Light_x_M1,,,,,1,-1000,1000,0,,,,
NADPHoxx_Light_tx_M2,NADPHoxx_Light_tx,NADP_Light_x_M2 <=> NADPH_Light_x_M2 + 0.5 OXYGEN-MOLECULE_Light_x_M2,,,,,1,-1000,1000,0,,,,
NADPPHOSPHAT-RXN_Dark_c_M1,NADPPHOSPHAT-RXN_Dark_c,NADP_Dark_c_M1 --> NAD_Dark_c_M1 + Pi_Dark_c_M1,,,,,0,0,1000,0,,,,
NADPPHOSPHAT-RXN_Dark_c_M2,NADPPHOSPHAT-RXN_Dark_c,NADP_Dark_c_M2 --> NAD_Dark_c_M2 + Pi_Dark_c_M2,,,,,0,0,1000,0,,,,
NADPPHOSPHAT-RXN_Light_c_M1,NADPPHOSPHAT-RXN_Light_c,NADP_Light_c_M1 --> NAD_Light_c_M1 + Pi_Light_c_M1,,,,,0,0,1000,0,,,,
NADPPHOSPHAT-RXN_Light_c_M2,NADPPHOSPHAT-RXN_Light_c,NADP_Light_c_M2 --> NAD_Light_c_M2 + Pi_Light_c_M2,,,,,0,0,1000,0,,,,
NADPYROPHOSPHAT-RXN_Dark_c_M1,NADPYROPHOSPHAT-RXN_Dark_c,NAD_Dark_c_M1 --> AMP_Dark_c_M1 + NICOTINAMIDE_NUCLEOTIDE_Dark_c_M1,,,,,0,0,1000,0,,,,
NADPYROPHOSPHAT-RXN_Dark_c_M2,NADPYROPHOSPHAT-RXN_Dark_c,NAD_Dark_c_M2 --> AMP_Dark_c_M2 + NICOTINAMIDE_NUCLEOTIDE_Dark_c_M2,,,,,0,0,1000,0,,,,
NADPYROPHOSPHAT-RXN_Light_c_M1,NADPYROPHOSPHAT-RXN_Light_c,NAD_Light_c_M1 --> AMP_Light_c_M1 + NICOTINAMIDE_NUCLEOTIDE_Light_c_M1,,,,,0,0,1000,0,,,,
NADPYROPHOSPHAT-RXN_Light_c_M2,NADPYROPHOSPHAT-RXN_Light_c,NAD_Light_c_M2 --> AMP_Light_c_M2 + NICOTINAMIDE_NUCLEOTIDE_Light_c_M2,,,,,0,0,1000,0,,,,
NADP_Dark_biomass_M1,NADP_Dark_biomass, <=> NADP_Dark_c_M1,,,,,1,-1000,1000,0,,,,
NADP_Dark_biomass_M2,NADP_Dark_biomass, <=> NADP_Dark_c_M2,,,,,1,-1000,1000,0,,,,
NADP_Light_biomass_M1,NADP_Light_biomass, <=> NADP_Light_c_M1,,,,,1,-1000,1000,0,,,,
NADP_Light_biomass_M2,NADP_Light_biomass, <=> NADP_Light_c_M2,,,,,1,-1000,1000,0,,,,
NAD_Dark_biomass_M1,NAD_Dark_biomass, <=> NAD_Dark_c_M1,,,,,1,-1000,1000,0,,,,
